Autor,Portada,Nombre del Libro,Valoración media,Calificados,Publicado,Descripción,Genero
Tina Turner,https://images.gr-assets.com/books/1539509052l/38657798.jpg,My Love Story,3.85 avg rating,453 ratings,published 2018,"Tina Turner—the long-reigning queen of rock & roll and living legend—sets the record straight about her illustrious career and complicated personal life in this eye-opening and compelling memoir.From her early years in Nutbush, Tennessee to her rise to fame alongside Ike Turner to her phenomenal sucn  Tina Turner—the long-reigning queen of rock & roll and living legend—sets the record straight about her illustrious career and complicated personal life in this eye-opening and compelling memoir.From her early years in Nutbush, Tennessee to her rise to fame alongside Ike Turner to her phenomenal success in the 1980s and beyond, Tina candidly examines her personal history, from her darkest hours to her happiest moments and everything in between.My Love Story is an explosive and inspiring story of a woman who dared to break any barriers put in her way. Emphatically showcasing Tina’s signature blend of strength, energy, heart, and soul, this is a gorgeously wrought memoir as enthralling and moving as any of her greatest hits.",biography
Kathryn Harrison,https://images.gr-assets.com/books/1527180031l/37969721.jpg,On Sunset,4.14 avg rating,28 ratings,published 2018,"In the tradition of The Hare with Amber Eyes and Running in the Family, a memoir of the author's upbringing by her grandparents in a fading mansion above Sunset Boulevard -- a childhood at once privileged and unusual, filled with the mementos and echoes of their impossibly exotic and peripatetic livn  In the tradition of The Hare with Amber Eyes and Running in the Family,  a memoir of the author's upbringing by her grandparents in a fading mansion above Sunset Boulevard -- a childhood at once privileged and unusual, filled with the mementos and echoes of their impossibly exotic and peripatetic lives.nnKathryn Harrison always understood that her family was beyond eccentric -- they'd breached the bounds of the unconventional. She was largely raised by her grandparents in an outsized Tudor confection of a house on the periphery of Bel Air, which she thought of as ""Sunset,"" her kingdom of the imagination, inhabited by the past and its numberless artifacts. True wandering Jews, her grandparents had arrived in Los Angeles in the forties after dramatic, globetrotting lives. Harry Jacobs had been a fur trapper in Alaska, a soldier in the trenches of the Great War, a traveling salesman in a Model T. Margaret Sassoon had lived a privileged life as a member of a Jewish merchant family in Shanghai, turning down offers of marriage from Russian princes exiled by the Revolution. Kathryn Harrison grew up in an almost mythical realm of their letters and artifacts and stories -- until declining finances forced to sell the house on Sunset in 1971, and night fell fast. On Sunset seeks to recover that childhood, that place, those lives -- and does so with piercing poignancy.",biography
John Cleese,https://images.gr-assets.com/books/1527026276l/39209241.jpg,Professor at Large: The Cornell Years,4.55 avg rating,22 ratings,published 2018,"And now for something completely different. Professor at Large features beloved English comedian and actor John Cleese in the role of ivy league professor at Cornell University. His almost twenty years as professor-at-large has led to many talks, essays, and lectures on campus. This collection of thn  And now for something completely different. Professor at Large features beloved English comedian and actor John Cleese in the role of ivy league professor at Cornell University. His almost twenty years as professor-at-large has led to many talks, essays, and lectures on campus. This collection of the very best moments from Cleese under his mortarboard provides a unique view of his endless pursuit of intellectual discovery across a range of topics. Since 1999, Cleese has provided Cornell students and local citizens with his ideas on everything from scriptwriting to psychology, religion to hotel management, and wine to medicine.nnHis incredibly popular events and classes--including talks, workshops, and an analysis of A Fish Called Wanda and The Life of Brian--draw hundreds of people. He has given a sermon at Sage Chapel, narrated Prokofiev's Peter and the Wolf with the Cornell Chamber Orchestra, conducted a class on script writing, and lectured on psychology and human development. Each time Cleese has visited the campus in Ithaca, NY, he held a public presentation, attended and or lectured in classes, and met privately with researchers. From the archives of these visits, Professor at Large includes an interview with screenwriter William Goldman, a lecture about creativity entitled, ""Hare Brain, Tortoise Mind,"" talks about Professor at Large and The Life of Brian, a discussion of facial recognition, and Cleese's musings on group dynamics with business students and faculty.nnProfessor at Large provides a window into the workings of John Cleese's scholarly mind, showcasing the wit and intelligence that have driven his career as a comedian, while demonstrating his knack of pinpointing the essence of humans and human problems. His genius on the screen has long been lauded; now his academic chops get their moment in the spotlight, too.",biography
Tena Clark,https://images.gr-assets.com/books/1538302207l/38532158.jpg,Southern Discomfort: A Memoir,4.00 avg rating,91 ratings,published 2018,"For readers of beloved memoirs like Educated and The Glass Castle, a riveting and profoundly moving memoir set in rural Mississippi during the Civil Rights era about a white girl coming of age in a repressive society and the woman who gave her the strength to forge her own path—the black nanny who cn  For readers of beloved memoirs like Educated and The Glass Castle, a riveting and profoundly moving memoir set in rural Mississippi during the Civil Rights era about a white girl coming of age in a repressive society and the woman who gave her the strength to forge her own path—the black nanny who cared for her. Tena Clark was born in 1953 in a tiny Mississippi town close to the Alabama border, where the legacy of slavery and racial injustice still permeated every aspect of life. On the outside, Tena’s childhood looked like a fairytale. Her father was one of the richest men in the state; her mother was a regal beauty. The family lived on a sprawling farm and had the only swimming pool in town; Tena was given her first car—a royal blue Camaro—at twelve.But behind closed doors, Tena’s life was deeply lonely, and chaotic. By the time she was three, her parents’ marriage had dissolved into a swamp of alcohol, rampant infidelity, and guns. Adding to the turmoil, Tena understood from a very young age that she was different from her three older sisters, all of whom had been beauty queens and majorettes. Tena knew she didn’t want to be a majorette—she wanted to marry one.On Tena’s tenth birthday, her mother, emboldened by alcoholism and enraged by her husband’s incessant cheating, walked out for good, instantly becoming an outcast in society. Tena was left in the care of her black nanny, Virgie, who became Tena’s surrogate mother and confidante—even though she was raising nine of her own children and was not allowed to eat from the family’s plates or use their bathroom. It was Virgie’s acceptance and unconditional love that gave Tena the courage to stand up to her domineering father, the faith to believe in her mother’s love, and the strength to be her true self.Combining the spirit of poignant coming-of-age memoirs such as The Glass Castle and vivid, evocative Southern fiction like Fried Green Tomatoes, Southern Discomfort is about the people and places that shape who we are—and is destined to become a new classic.",biography
Jane Leavy,https://images.gr-assets.com/books/1531865818l/36300609.jpg,The Big Fella: Babe Ruth and the World He Created,3.63 avg rating,35 ratings,published 2018,"From Jane Leavy, the award-winning, New York Times bestselling author of The Last Boy and Sandy Koufax, comes the definitive biography of Babe Ruth—the man Roger Angell dubbed ""the model for modern celebrity."" He lived in the present tense—in the camera’s lens. There was no frame he couldn’t or wouln  From Jane Leavy, the award-winning, New York Times bestselling author of The Last Boy and Sandy Koufax, comes the definitive biography of Babe Ruth—the man Roger Angell dubbed ""the model for modern celebrity.""nnHe lived in the present tense—in the camera’s lens. There was no frame he couldn’t or wouldn’t fill. He swung the heaviest bat, earned the most money, and incurred the biggest fines. Like all the new-fangled gadgets then flooding the marketplace—radios, automatic clothes washers, Brownie cameras, microphones and loudspeakers—Babe Ruth ""made impossible events happen."" Aided by his crucial partnership with Christy Walsh—business manager, spin doctor, damage control wizard, and surrogate father, all stuffed into one tightly buttoned double-breasted suit—Ruth drafted the blueprint for modern athletic stardom.nnHis was a life of journeys and itineraries—from uncouth to couth, spartan to spendthrift, abandoned to abandon; from Baltimore to Boston to New York, and back to Boston at the end of his career for a finale with the only team that would have him. There were road trips and hunting trips; grand tours of foreign capitals and post-season promotional tours, not to mention those 714 trips around the bases.nnAfter hitting his 60th home run in September 1927—a total that would not be exceeded until 1961, when Roger Maris did it with the aid of the extended modern season—he embarked on the mother of all barnstorming tours, a three-week victory lap across America, accompanied by Yankee teammate Lou Gehrig. Walsh called the tour a ""Symphony of Swat."" The Omaha World Herald called it ""the biggest show since Ringling Brothers, Barnum and Bailey, and seven other associated circuses offered their entire performance under one tent."" In The Big Fella, acclaimed biographer Jane Leavy recreates that 21-day circus and in so doing captures the romp and the pathos that defined Ruth’s life and times.nnDrawing from more than 250 interviews, a trove of previously untapped documents, and Ruth family records, Leavy breaks through the mythology that has obscured the legend and delivers the man.",biography
Gisele Bündchen,https://images.gr-assets.com/books/1536431680l/39407762.jpg,Lessons: My Path to a Meaningful Life,4.00 avg rating,213 ratings,published 2018,"Gisele Bündchen's journey began in southern Brazil, where she grew up sharing a bedroom with her five sisters and bullied by her classmates. At the age of 14, fate intervened suddenly in Sao Paolo in the form of a modeling scout. Four years later, Gisele's appearance in Alexander McQueen's runway shn  Gisele Bündchen's journey began in southern Brazil, where she grew up sharing a bedroom with her five sisters and bullied by her classmates. At the age of 14, fate intervened suddenly in Sao Paolo in the form of a modeling scout. Four years later, Gisele's appearance in Alexander McQueen's runway show in London launched her spectacular career as a fashion model, while also putting an end to the ""heroin chic"" era in fashion. Since then, Gisele has appeared in 600 ad campaigns, over 2000 magazine covers and walked in more than 800 fashion shows for the most influential brands in the world. n But until now, few people have gotten to know the real Gisele, a woman whose private life stands in dramatic contrast to her public image. In Lessons, a work of deep vulnerability, courage and honesty, Gisele reveals for the first time what she's learned over the past 37 years that has helped her live a meaningful life--a journey that takes readers from a childhood spent barefoot in Brazil, to a internationally successful career, motherhood and marriage to quarterback Tom Brady.",biography
Andrew Roberts,https://images.gr-assets.com/books/1532427913l/38470102.jpg,Churchill: Walking with Destiny,3.71 avg rating,21 ratings,published 2018,"A landmark reconsideration of the iconoclastic war leader, based on extensive new material--from private letters to war cabinet meetings-- by the bestselling, award-winning author of Napoleon and The Storm of War. When we seek an example of unalloyed courage, the man who comes to mind is Winston Chun  A landmark reconsideration of the iconoclastic war leader, based on extensive new material--from private letters to war cabinet meetings-- by the bestselling, award-winning author of Napoleon and The Storm of War.nnWhen we seek an example of unalloyed courage, the man who comes to mind is Winston Churchill: the visionary leader, immune from the consensus of the day, who stood firmly for his beliefs when everyone doubted him. But how did young Winston become Churchill? What gave him the strength to take on the superior force of Nazi Germany when bombs rained on London and so many others had caved? In The Storm of War, Andrew Roberts gave us a tantalizing glimpse of Churchill the war leader. Now, at last, we have the full and definitive biography, as personally revealing as it is compulsively readable, about one of the great leaders of all time.nnRoberts was granted exclusive access to extensive new material: the transcripts of war cabinet meetings-- the equivalent of the Nixon and JFK tapes--diaries, letters, unpublished memoirs, and detailed notes taken by the king after their bi-weekly meetings. Having read every one of Churchill's letters--including deeply personal ones that Churchill's son Randolph had previously chosen to withhold--and spoken to more than one hundred people who knew or worked with him, Roberts identifies the hidden forces fueling Churchill's drive. Churchill put his faith in the British Empire and fought as hard to preserve it as he did to defend London. Having started his career in India and South Africa, he understood better than most idealists how hard it can be to pacify reluctant people far from home. We think of Churchill as a hero of the age of mechanized warfare, but Roberts's masterwork reveals that he has as much to teach us about the challenges we face today--and the fundamental values of courage, tenacity, leadership, and moral conviction.",biography
Charity Tillemann-Dick,https://images.gr-assets.com/books/1502043648l/25814269.jpg,The Encore: A Memoir in Three Acts,4.44 avg rating,164 ratings,published 2018,"The remarkable true story of acclaimed opera singer Charity Tillemann-Dick, who received not one but two double lung transplants and went from struggling to draw a single breath to singing at the most prestigious venues in the world. Charity Tillemann-Dick was a vivacious young American soprano studn  The remarkable true story of acclaimed opera singer Charity Tillemann-Dick, who received not one but two double lung transplants and went from struggling to draw a single breath to singing at the most prestigious venues in the world.nnCharity Tillemann-Dick was a vivacious young American soprano studying at the celebrated Franz Liszt Academy of Music in Budapest when she received devastating news: her lungs were failing, her heart was three and a half sizes too big, and she would die within five years. Inexplicably, despite her fatal pulmonary condition, she could still sing. Medical experts advised Charity to abandon her musical dreams, but if her time was running out, she wanted to spend it doing what she loved.nnIn just three years, she endured two double lung transplants. Teetering between life and death, she slowly learned to breathe, walk, talk, eat, and sing again. With new lungs and fierce determination, she eventually fell in love, rebuilt her career, and reclaimed her life. Over a decade after her diagnosis, she has a chart-topping album, performs around the globe, and is a leading voice for organ donation.nnWeaving Charity’s extraordinary tale of triumph with those of opera's greatest heroines, The Encore illuminates the indomitable human spirit. It's the story of confronting devastating challenges with love: the intimate love of a mother for her daughter, a man for a woman, a doctor for her craft, and a singer for her music. Ultimately, grace from God and strangers enabled the work of love to save one young woman's breath and allowed her to reclaim her life.",biography
Cole LaBrant,https://images.gr-assets.com/books/1533849617l/38915926.jpg,Cole and Sav: Our Surprising Love Story,4.56 avg rating,138 ratings,published 2018,"A chance meeting, a kiss, and the surprise of a lifetime…   Millions around the world followed the fairytale love story of viral YouTube stars Cole and Savannah LaBrant and watched as they said “I do.” Their subsequent YouTube channel, dedicated to family and faith, garners more than 100 million vien  A chance meeting, a kiss, and the surprise of a lifetime…nn nnMillions around the world followed the fairytale love story of viral YouTube stars Cole and Savannah LaBrant and watched as they said “I do.” Their subsequent YouTube channel, dedicated to family and faith, garners more than 100 million views each month. But now for the first time ever, Cole and Sav invite you beyond the highlight reel and into the beautiful and messy, funny and tender story of how God brought two unlikely people together in a surprising, unexpected way. nn nnWith their signature charming and engaging style, Cole and Sav take you behind the camera and open up about past heartaches and mistakes; painful secrets and difficult expectations; the joys and challenges of raising their daughter, Everleigh; and the spiritual journey that changed their hearts—and relationship—forever.nn nn ",biography
Sue Prideaux,https://images.gr-assets.com/books/1523438606l/37707826.jpg,I Am Dynamite!: A Life of Nietzsche,4.04 avg rating,28 ratings,published 2018,"A groundbreaking new biography of philosophy's greatest iconoclast Friedrich Nietzsche is one of the most enigmatic figures in philosophy, and his concepts--the �bermensch, the will to power, slave morality--have fundamentally reshaped our understanding of the human condition. But what do most peopln  A groundbreaking new biography of philosophy's greatest iconoclast nnFriedrich Nietzsche is one of the most enigmatic figures in philosophy, and his concepts--the �bermensch, the will to power, slave morality--have fundamentally reshaped our understanding of the human condition. But what do most people really know of Nietzsche--beyond the mustache, the scowl, and the lingering association with nihilism and fascism? Where do we place a thinker who was equally beloved by Albert Camus, Ayn Rand, Martin Buber, and Adolf Hitler?nnNietzsche wrote that all philosophy is autobiographical, and in this vividly compelling, myth-shattering biography, Sue Prideaux brings readers into the world of this brilliant, eccentric, and deeply troubled man, illuminating the events and people that shaped his life and work. From his placid, devoutly Christian upbringing--overshadowed by the mysterious death of his father--through his teaching career, lonely philosophizing on high mountains, and heart-breaking descent into madness, Prideaux documents Nietzsche's intellectual and emotional life with a novelist's insight and sensitivity.nnShe also produces unforgettable portraits of the people who were most important to him, including Richard and Cosima Wagner, Lou Salom�, the femme fatale who broke his heart; and his sister Elizabeth, a rabid German nationalist and anti-Semite who manipulated his texts and turned the Nietzsche archive into a destination for Nazi ideologues.  I Am Dynamite! is the essential biography for anyone seeking to understand history's most misunderstood philosopher.",biography
Roger Daltrey,https://images.gr-assets.com/books/1533032551l/38122401.jpg,"Thanks a Lot, Mr. Kibblewhite: My Story",4.23 avg rating,130 ratings,published 2018,"The frontman of one of the greatest bands of all time tells the story of his rise from nothing to rock 'n' roll megastar, and his wild journey as the voice of The Who. “It’s taken me three years to unpack the events of my life, to remember who did what when and why, to separate the myths from the ren  The frontman of one of the greatest bands of all time tells the story of his rise from nothing to rock 'n' roll megastar, and his wild journey as the voice of The Who.nn“It’s taken me three years to unpack the events of my life, to remember who did what when and why, to separate the myths from the reality, to unravel what really happened at the Holiday Inn on Keith Moon’s 21st birthday,” says Roger Daltrey, the powerhouse vocalist of The Who. The result of this introspection is a remarkable memoir, instantly captivating, funny and frank, chock-full of well-earned wisdom and one-of-kind anecdotes from a raucous life that spans a tumultuous time of change in Britain and America. nnBorn during the air bombing of London in 1944, Daltrey fought his way (literally) through school and poverty and began to assemble the band that would become The Who while working at a sheet metal factory in 1961. In Daltrey’s voice, the familiar stories—how they got into smashing up their kit, the infighting, Keith Moon’s antics—take on a new, intimate life. Also here is the creative journey through the unforgettable hits including My Generation, Substitute, Pinball Wizard, and the great albums, Who’s Next, Tommy, and Quadrophenia. Amidst all the music and mayhem, the drugs, the premature deaths, the ruined hotel rooms, Roger is our perfect narrator, remaining sober (relatively) and observant and determined to make The Who bigger and bigger. Not only his personal story, this is the definitive biography of The Who.",biography
Fox Butterfield,https://images.gr-assets.com/books/1525194746l/38395060.jpg,In My Father's House: A New View of How Crime Runs in the Family,3.89 avg rating,57 ratings,published 2018,"From the Pulitzer Prize-winning New York Times journalist: a path-breaking examination of our huge crime and incarceration problem that looks at the influence of the family--specifically one Oregon family with a generations-long legacy of lawlessness. The United States currently holds the distinction  From the Pulitzer Prize-winning New York Times journalist: a path-breaking examination of our huge crime and incarceration problem that looks at the influence of the family--specifically one Oregon family with a generations-long legacy of lawlessness.nnThe United States currently holds the distinction of housing nearly one-quarter of the world's prison population. But our reliance on mass incarceration, Fox Butterfield argues, misses the intractable reality: As few as 5 percent of families account for half of all crime, and only 10 percent account for two-thirds. In introducing us to the Bogle family, the author invites us to understand crime in this eye-opening new light. He chronicles the malignant legacy of criminality passed from parents to children, grandchildren, and even great-grandchildren. Examining the long history of the Bogles, a white family, Butterfield offers a revelatory look at criminality that forces us to disentangle race from our ideas about crime and, in doing so, strikes at the heart of our deepest stereotypes. nnAnd he makes clear how these new insights are leading to fundamentally different efforts at reform. With his empathic insight and profound knowledge of criminology, Butterfield offers us both the indelible tale of one family's transgressions and tribulations, and an entirely new way to understand crime in America.",biography
Nathan Hale,https://images.gr-assets.com/books/1519618607l/38657025.jpg,"Lafayette!: A Revolutionary War Tale (Nathan Hale's Hazardous Tales, #8)",4.42 avg rating,91 ratings,published 2018,"Nathan Hale brings readers back to the world of the American Revolution for the first time since One Dead Spy—but this time, he’s following the Marquis de Lafayette into battle. An orphan who became a French nobleman, Lafayette was a major figure in the American Revolution who fought alongside iconin  Nathan Hale brings readers back to the world of the American Revolution for the first time since One Dead Spy—but this time, he’s following the Marquis de Lafayette into battle. An orphan who became a French nobleman, Lafayette was a major figure in the American Revolution who fought alongside iconic figures like George Washington and Alexander Hamilton. Lafayette! shares what happened before and during the war, including all the wild escapades the Frenchman embarked on across France and the colonies.",biography
Colm Tóibín,https://images.gr-assets.com/books/1535685439l/39296042.jpg,"Mad, Bad, Dangerous to Know: The Fathers of Wilde, Yeats and Joyce",3.77 avg rating,30 ratings,published 2018,"From Colm Tóibín, the formidable award-winning author of The Master and Brooklyn, an illuminating, intimate study of Irish culture, history, and literature told through the lives and work of three men—William Wilde, John Butler Yeats, and John Stanislaus Joyce—and the complicated, influential relatin  From Colm Tóibín, the formidable award-winning author of The Master and Brooklyn, an illuminating, intimate study of Irish culture, history, and literature told through the lives and work of three men—William Wilde, John Butler Yeats, and John Stanislaus Joyce—and the complicated, influential relationships they had with their complicated sons.Colm Tóibín begins his incisive, revelatory Mad, Bad, Dangerous to Know with a walk through the Dublin streets where he went to university—a wide-eyed boy from the country—and where three Irish literary giants also came of age. Oscar Wilde, writing about his relationship with his father, William Wilde, stated: “Whenever there is hatred between two people there is bond or brotherhood of some kind…you loathed each other not because you were so different but because you were so alike.” W.B. Yeats wrote of his father, John Butler Yeats, a painter: “It is this infirmity of will which has prevented him from finishing his pictures. The qualities I think necessary to success in art or life seemed to him egotism.” John Stanislaus Joyce, James’s father, was perhaps the most quintessentially Irish, widely loved, garrulous, a singer, and drinker with a volatile temper, who drove his son from Ireland.Elegant, profound, and riveting, Mad, Bad, Dangerous to Know illuminates not only the complex relationships between three of the greatest writers in the English language and their fathers, but also illustrates the surprising ways these men surface in their work. Through these stories of fathers and sons, Tóibín recounts the resistance to English cultural domination, the birth of modern Irish cultural identity, and the extraordinary contributions of these complex and masterful authors.",biography
Leslie Zemeckis,https://images.gr-assets.com/books/1534439913l/39707773.jpg,"Feuding Fan Dancers: Faith Bacon, Sally Rand, and the Golden Age of the Showgirl",4.50 avg rating,6 ratings,published 2018,"Leslie Zemeckis continues to discover the forgotten feminist histories of the golden age of entertainment, turning her sights on the lost stories of Sally Rand and Faith Bacon―icons who each claimed to be the inventor of the notorious fan dance. Some women capture our attention like no others. Faithn  Leslie Zemeckis continues to discover the forgotten feminist histories of the golden age of entertainment, turning her sights on the lost stories of Sally Rand and Faith Bacon―icons who each claimed to be the inventor of the notorious fan dance.nnSome women capture our attention like no others. Faith Bacon and Sally Rand were beautiful blondes from humble backgrounds who shot to fame behind a pair of oversize ostrich fans, but with very different outcomes. Sally Rand would go on to perform for the millions who attended the 1933 World's Fair in Chicago, becoming America’s sweetheart. Faith Bacon, the Marilyn Monroe of her time––once anointed the ""world's most beautiful woman""––would experience the dark side of fame and slip into drug use.nnIt was the golden age of American entertainment, and Bacon and Rand fought their way through the competitive showgirl scene of New York with grit and perseverance. They played peek-a-boo with their lives, allowing their audiences to see only slivers of themselves. A hint of a breast? A forbidden love affair? They were both towering figures, goddesses, icons. Until the world started to change. Little is known about who they really were, until now.nnFeuding Fan Dancers tells the story of two remarkable women during a tumultuous time in entertainment history. Leslie Zemeckis has pieced together their story and―nearly one hundred years later― both women come alive again.",biography
Monica Kulling,https://images.gr-assets.com/books/1535249292l/36065124.jpg,Dr. Jo: How Sara Josephine Baker Saved the Lives of America's Children,4.33 avg rating,40 ratings,published 2018,"This thoughtful and beautifully illustrated picture book shares the story of a trailblazer who has inspired generations of girls to change the world. Sara Josephine Baker was a strong girl who loved adventure. Growing up in New York in the late 1800s was not easy. When she lost her brother and fathen  This thoughtful and beautifully illustrated picture book shares the story of a trailblazer who has inspired generations of girls to change the world.nnSara Josephine Baker was a strong girl who loved adventure. Growing up in New York in the late 1800s was not easy. When she lost her brother and father to typhoid fever, she became determined to pursue her dream of becoming a doctor. In Jo's day, medical schools were closed to women, but times were changing, and Jo was at the forefront.nnWhen she graduated in 1898, Dr. Jo still faced prejudice against women in her field. Not many people were willing to be seen by a female doctor, and Dr. Jo's waiting room remained mostly empty. She accepted a job in public health and was sent to Hell's Kitchen, one of New York's poorest neighborhoods where many immigrants lived. There, she was able to treat the most vulnerable patients: babies and children. She realized that the best treatment was to help babies get a stronger start in life. Babies need fresh air, clean and safe environments, and proper food. Dr. Jo's successes, fueled by her determination, compassion and ingenuity, made her famous across the nation for saving the lives of 90,000 inner city infants and children.",biography
David S. Heidler,https://images.gr-assets.com/books/1518120793l/38463769.jpg,"The Rise of Andrew Jackson: Myth, Manipulation, and the Making of Modern Politics",3.25 avg rating,4 ratings,published 2018,"The story of Andrew Jackson's improbable ascent to the White House, centered on the handlers and propagandists who made it possible Andrew Jackson was volatile and prone to violence, and well into his forties his sole claim on the public's affections derived from his victory in a thirty-minute battln  The story of Andrew Jackson's improbable ascent to the White House, centered on the handlers and propagandists who made it possiblennAndrew Jackson was volatile and prone to violence, and well into his forties his sole claim on the public's affections derived from his victory in a thirty-minute battle at New Orleans in early 1815. Yet those in his immediate circle believed he was a great man who should be president of the United States. nnJackson's election in 1828 is usually viewed as a result of the expansion of democracy. Historians David and Jeanne Heidler argue that he actually owed his victory to his closest supporters, who wrote hagiographies of him, founded newspapers to savage his enemies, and built a political network that was always on message. In transforming a difficult man into a paragon of republican virtue, the Jacksonites exploded the old order and created a mode of electioneering that has been mimicked ever since.",biography
Jean Chrétien,https://images.gr-assets.com/books/1531155032l/40583087.jpg,"My Stories, My Times",4.44 avg rating,18 ratings,published 2018,"One of the most popular Canadian prime ministers in recent history, elected to government for three consecutive majority terms, Jean Chrétien has some stories to tell. Recounted with warmth, insight and his distinctive sense of humour, these brief and candid essays feature many behind-the-scenes ston  One of the most popular Canadian prime ministers in recent history, elected to government for three consecutive majority terms, Jean Chrétien has some stories to tell. Recounted with warmth, insight and his distinctive sense of humour, these brief and candid essays feature many behind-the-scenes stories from a long, distinguished and colourful career. The book also features two sixteen-page colour photo inserts.nnOctober 2018 marks twenty-five years since Jean Chrétien took the helm as prime minister. In this collection of short essays, he has picked up his pen to reminisce about his long years in the public eye, and the many luminaries he met and worked with. Readers will learn why his commonsense judgment continues to influence our lives to this day, in ways both profound and subtle: from forging long-lasting relationships with foreign countries to making it easy to identify our national airline when we travel. He recalls a memorable trip with the royal family to the Northwest Territories in 1970, and how Ross Perot tried to influence his views on free trade in 1992. Of course, many familiar names figure in these stories, including George W. Bush, Boris Yeltsin, Tony Blair, Jacques Chirac, Pierre Trudeau, and Bill and Hillary Clinton. There are reflections on the many different posts over Chrétien's career, including becoming Canada's first-ever francophone finance minister. He pays tribute to old friends and colleagues, where the values of honour and dedication to public service transcend political views. He reserves his greatest admiration for his wife of more than sixty years, Aline, whom he calls his Rock of Gibraltar. These stories offer his unique perspective: we are at the Prime Minister's side on 9/11 when he is asked to give authorization to shoot down a passenger airliner that has not responded to identification requests. We learn how he attempted to correct the record as explained in his grandson's history book on the so-called ""Night of the Long Knives."" (Despite having special access to an eyewitness to history, his grandson got a failing grade on his paper.) There are even glimpses of the young Jean, as a teen canvassing with his father, and as a young man who dared complain personally to Premier Maurice Duplessis about the food at his seminary.  Survival in politics requires stamina, creativity and toughness, as well as the ability to share a laugh now and again: qualities that the self-described ""little guy from Shawinigan"" never lost. In these days of ""alternative facts"" and politics-by-Tweet, these stories are a necessary antidote, told by a leader who always held fast to his vision of what Canada was and what it could be.",biography
Pavel Kosatík,https://images.gr-assets.com/books/1536256093l/41727119.jpg,Jiný T.G.M.,4.71 avg rating,7 ratings,published 2018,"Masarykův plastický obraz pojmenovává jeho imponující vlastnosti a polemicky se vyrovnává s jeho omyly. Líčí prezidenta Masaryka jako ideového rváče na cestě za vizemi, o jejichž mravní oprávněnosti je přesvědčen. Výsledkem zápasů je sporné pozitivní dílo: stát, o kterém snily generace předků. Zárovn  Masarykův plastický obraz pojmenovává jeho imponující vlastnosti a polemicky se vyrovnává s jeho omyly. Líčí prezidenta Masaryka jako ideového rváče na cestě za vizemi, o jejichž mravní oprávněnosti je přesvědčen. Výsledkem zápasů je sporné pozitivní dílo: stát, o kterém snily generace předků. Zároveň zakladatel paradoxně zatížil stát břemeny, která se časem ukázala neúnosná. Jiný TGM je pro všechny, kdo přemýšlejí o české provinčnosti demokracii a o tom, jak ji udržet. Zároveň přináší víc života a pochybností než pomníků a svatých obrázků.",biography
Maxwell King,https://images.gr-assets.com/books/1520605183l/38656999.jpg,The Good Neighbor: The Life and Work of Fred Rogers,4.13 avg rating,"1,100 ratings",published 2018,"New York Times bestseller Fred Rogers (1928–2003) was an enormously influential figure in the history of television and in the lives of tens of millions of children. As the creator and star of Mister Rogers’ Neighborhood, he was a champion of compassion, equality, and kindness. Rogers was fiercely dn  New York Times bestseller Fred Rogers (1928–2003) was an enormously influential figure in the history of television and in the lives of tens of millions of children. As the creator and star of Mister Rogers’ Neighborhood, he was a champion of compassion, equality, and kindness. Rogers was fiercely devoted to children and to taking their fears, concerns, and questions about the world seriously.  The Good Neighbor, the first full-length biography of Fred Rogers, tells the story of this utterly unique and enduring American icon. Drawing on original interviews, oral histories, and archival documents, Maxwell King traces Rogers’s personal, professional, and artistic life through decades of work, including a surprising decision to walk away from the show to make television for adults, only to return to the neighborhood with increasingly sophisticated episodes, written in collaboration with experts on childhood development. An engaging story, rich in detail, The Good Neighbor is the definitive portrait of a beloved figure, cherished by multiple generations.",biography
Lisa Brennan-Jobs,https://images.gr-assets.com/books/1524765986l/39218044.jpg,Small Fry,3.96 avg rating,"2,150 ratings",published 2018,"Born on a farm and named in a field by her parents--artist Chrisann Brennan and Steve Jobs--Lisa Brennan-Jobs's childhood unfolded in a rapidly changing Silicon Valley. When she was young, Lisa's father was a mythical figure who was rarely present in her life. As she grew older, her father took an in  Born on a farm and named in a field by her parents--artist Chrisann Brennan and Steve Jobs--Lisa Brennan-Jobs's childhood unfolded in a rapidly changing Silicon Valley. When she was young, Lisa's father was a mythical figure who was rarely present in her life. As she grew older, her father took an interest in her, ushering her into a new world of mansions, vacations, and private schools. His attention was thrilling, but he could also be cold, critical and unpredictable. When her relationship with her mother grew strained in high school, Lisa decided to move in with her father, hoping he'd become the parent she'd always wanted him to be.nnSmall Fry is Lisa Brennan-Jobs's poignant story of a childhood spent between two imperfect but extraordinary homes. Scrappy, wise, and funny, young Lisa is an unforgettable guide through her parents' fascinating and disparate worlds. Part portrait of a complex family, part love letter to California in the seventies and eighties, Small Fry is an enthralling book by an insightful new literary voice.",biography
